id,is_iceberg
b42fad18,3.743109e-21
4ab8b00a,0.5405912
f7870f2b,0.045708835
4978666a,0.2446422
f1b0d6c7,0.0011360943
5642407f,0.007636994
36d4ff92,0.9014541
4139aba2,0.60474324
7585ce58,0.243729
33e25984,0.9856712
ac46f3c9,0.0011141002
fc34a5b8,0.6144843
85c36a8f,0.19075125
b2d8a426,0.16391626
13ec60d1,0.5290705
9d440f42,0.0008893609
1c0a891e,0.5819673
981c3bc3,0.9805764
295604f4,0.7483665
16ca16c3,0.0012203753
b4dda837,0.34074938
88d088ef,0.00036153197
1b4fa160,0.092906326
f371bd82,1.2546164e-07
b130a0b7,0.954671
ebf1de82,0.16181052
01e651c3,0.953707
51b1fecc,0.28477564
fa635a31,0.20591936
97b7d789,0.007864505
2f598053,1.8453595e-05
c0e3e148,0.09364897
cfa175a8,0.08418217
3d7e09d8,0.9703509
44a13d1b,0.9474734
c66b0948,0.5620003
976a6d64,0.44416982
8bbd8909,0.4109946
522890fd,0.8277481
f23a3b95,0.13614818
680039dc,0.6689326
93028e53,0.00032043457
22a16932,0.76711196
7d8126d2,0.02969572
ba2ecd75,4.990515e-17
8071bdd7,0.029071689
96d5aeee,3.554929e-08
154be68f,0.6246174
d8c2bfe2,0.7543144
f76d47b0,0.24475008
0e781ade,6.870067e-22
13cf6060,1.0325009e-27
cd99f710,0.78490794
d10005bb,1.1562246e-05
3a31445f,0.9579455
3157202d,0.00040230155
6ee64703,0.055321336
e5de8685,0.107052386
02cc70ba,1.307483e-05
50984a87,0.66733265
fa94957a,0.7198111
eab406b4,0.80037004
3ad39398,0.7827685
9ecf3802,0.6819137
6048ae7b,3.1664532e-20
9dc68871,0.009658217
13701465,0.46645376
8d8779f3,4.4476493e-20
0712f269,0.42576504
722c2597,9.83539e-07
478a2b08,0.38478148
38f5fb41,0.2788849
c52ad74d,0.9719862
0c85fd09,1.1271541e-18
f1582cba,0.9021158
ff836697,0.9214999
ddfe4802,0.009215653
3cef3bc7,0.98103106
6a21542b,0.0401372
150e23c4,0.9917023
078c6d99,0.8169846
1dcd1dc3,2.5078407e-15
39967e45,0.47691822
6b6333aa,1.5870152e-11
4ae61433,0.56805736
f96362e0,0.31884325
97a88aac,0.004189849
427ae8ce,0.047584236
209d4b15,0.16878885
64b453bd,4.4902304e-29
0f5a484e,0.10472268
5ac74969,0.9668621
736ed43e,0.4750918
8533795f,0.00082689524
f5b54fb6,0.5043131
6eb4c041,0.49728173
97afdf42,0.64643365
1bb488db,0.10910469
f132e44d,1.6029348e-11
d3c2f140,0.23408717
1756794d,0.26497978
9efcc11f,5.7202133e-17
14c966cf,0.46051937
59cfe4d1,0.1997512
883151f4,2.1255932e-08
34c4c9ff,0.17043671
70b4c2eb,0.54852474
96a337d9,0.657104
7fe89ffa,0.49816272
057c7a22,8.690789e-19
451cc057,0.0025125444
05076700,2.059159e-15
dc52f6c1,0.0001540482
b03a59f9,0.0002581179
129ed4b0,0.56596386
fb611563,0.98733103
ac32e6f1,0.3176418
c05c5ab0,0.30705336
3163d5ed,0.0010652244
02096ca4,0.03932041
e92496c0,4.7114992e-07
1a9e2c50,0.88866097
0864e334,0.82998496
d976faeb,0.40053135
1d7b342f,6.681832e-13
281bc1ea,2.7144477e-15
bea9f0cf,0.2684967
f4afa0e6,2.1279384e-15
e1b5ef69,0.043699056
b50539fd,0.040583253
2a8c9c15,0.23995906
157ebb0c,0.9430802
247d3614,0.025612682
0c6cc0cb,0.20669228
aae88d39,4.406832e-06
0c77b464,0.196455
963cf5ea,0.2505967
1b371d8b,0.5260167
225bc00f,8.016138e-27
bc0a4eec,0.0019487143
1099782e,0.002862662
a18feadd,0.87930423
ad7f4932,0.0022982657
5f8f831e,0.46636438
b5167c35,0.0002578795
0230b06d,0.38625526
f8d7f7ba,3.277418e-07
08bd1053,5.185181e-05
58e4dc8c,5.1238166e-15
4793ce8e,0.014124036
304caab4,1.8169053e-13
f2ee6d7f,0.35365146
e1f9c0e4,0.07236585
8e40401c,0.08313614
5d9eaba2,0.40983135
55e7562c,0.00017696619
9da6cb4b,6.0272026e-24
c3c1c8ec,0.0
3b38698e,4.9636517e-05
6c9eb909,0.07960826
482a3d1d,0.05085367
0e9918f0,0.3976466
ef894fd2,5.240706e-37
4b82e7f7,0.9819672
b9cdd7fb,1.9329797e-20
94a496f4,0.08890951
995eacae,0.53080606
41b02e58,0.96604806
69f04617,0.5051358
c889a03c,0.9058135
91f98acf,0.992826
9135c19f,0.9922707
1f0e9c09,7.305319e-13
260d6e8e,3.6169952e-13
46334397,0.000101322825
f34ddf31,0.00042897463
4d6177d7,0.6446353
76a57270,0.17451069
217b8cea,2.4248928e-07
9a45a566,0.021283954
1b55c75e,4.377545e-19
7bd92ec6,0.5835921
6c409f41,0.601021
df3e48eb,0.0025292933
62723e57,1.2688983e-20
b8e627bf,2.0841467e-08
86bb5d85,0.0018660724
77e5034c,0.57754356
607079e5,0.35036182
96879fb4,2.3234574e-10
6afe606d,0.9345089
4129802f,0.75654685
a42300ef,0.5929891
1af842f5,0.9862026
3fe57d78,0.98198926
f4e60ed5,0.9392302
68c8337b,0.18507859
914ed5b5,0.07330537
a6bb5987,0.20920008
c781c439,0.12689996
47a1a25e,0.012916654
80ea0713,0.80989426
a9d001bc,1.9542128e-06
f94d098a,0.00042283535
3e230e0e,0.033582658
24afa485,5.6077457e-13
bc37db7f,0.84153223
83f99e4d,1.0093409e-09
1a8d86f7,0.089693576
38136419,0.5300025
d393e637,0.68820775
36902570,0.9689375
327f7b25,0.87206465
3f8543c6,0.45712653
a0d42a70,0.9408214
e07ba430,0.5698989
c6e53803,0.25288683
fec4dad8,0.04043433
933fc5ba,0.25823584
c27eda4e,0.93277335
9b94d2c2,0.019278586
a2dbdb31,0.00018793344
816258dd,0.07494518
81f11218,0.066262364
c4bd9d04,0.39150798
c6ce9bf9,0.0065986216
a7b3cc29,5.0590666e-14
527870bf,0.4686902
9af26068,0.9992765
0b591e70,0.89374566
2b1e57c5,0.37074152
194db786,0.7668395
e09ba644,0.9748361
fa2ed3e5,0.973593
1ba92726,0.07081017
8c8f45b4,1.4821401e-28
f8889f44,2.882563e-07
598e255b,0.02301976
45f1aa7a,0.08847672
022956a3,1.9304133e-11
d406064d,0.55329776
76617947,1.7614649e-32
d0e5dccb,0.57260925
33271da6,0.043172717
0840e2b1,0.45792615
521a9f4d,0.83208424
7286b1dc,0.1961565
5b6acc2d,0.16475195
e034cd34,4.3293006e-27
46577660,0.0005026758
bb4d6f24,0.509807
bfc7a3f2,0.3497312
abc66be8,0.13071999
3627189f,0.9760487
e49a77f6,0.00026074052
a209d7ee,0.2446006
dee69cf6,0.72592735
9a6261a0,0.034982473
a8e444c6,9.737854e-36
a6a66a28,0.9317191
db7022ff,0.014088303
0dfb45d9,0.54345065
81c983aa,2.1413587e-07
a98fb5e1,0.80724835
99e004d7,0.027960867
d16e5fbb,0.027276278
3c352f9e,0.0067739487
12202699,0.004162878
86af0236,0.59867334
f3703e6f,0.81272656
4a71dc34,0.55418515
321edcdc,0.077748924
e365a657,0.004117161
45755c9c,0.0031410754
873b0829,0.64254
72ccd009,0.0005542934
205243d9,0.7145114
d9202f36,0.0073346198
9d0c30b0,0.22305524
56644ace,0.20539862
c63f527f,0.10149023
bb84b9bd,0.88465744
6f68caf0,0.16072944
8492119b,0.0
71bde48d,0.86678225
d2d6e2ba,0.78177655
6f4b309c,0.2048859
b3cc5ba3,0.6226772
fee39547,0.37251782
4893137a,0.9070488
e283c4c4,0.0065595806
25bac62b,0.2764421
8fd88dd6,6.0871257e-06
b48c104e,0.0054228306
221d500b,0.1635946
8f0de087,7.619566e-12
32342e03,0.00024178624
a8da99d8,1.3787807e-11
93203755,0.4676405
d3c88528,0.9321086
0d7a17b3,0.00072440505
bd72f5ec,0.9996235
e953c0fd,0.7220843
e730b6c6,0.9828633
c086033a,0.025047183
a521d303,0.00011276203
b023957a,0.83922154
3e0f04e8,1.13601656e-10
60647cba,2.7174482e-18
2f5c43a8,0.5357839
b54ba69b,0.47026092
eac962ff,0.20147437
7e2a3763,2.3474337e-08
9362d863,0.09902412
8f1b833c,0.4840793
79727ff5,4.128321e-07
62614c75,0.6331737
75a03adf,0.057741016
cf138392,0.22002181
bf467a96,2.9755208e-07
c8b34651,0.93949896
105a5c54,8.303219e-09
bf6de75c,0.0033330023
060702c8,0.997208
921bad2c,0.747437
e0d17eb0,0.16035888
9a3825c9,0.5696831
8eda717f,0.0011743009
78906e0c,0.998636
c60100ad,0.97853607
90a72a52,0.70351636
d80e4ed4,0.039358884
339cd0d2,0.0003387332
d99de899,0.48667052
357e20d1,2.4608087e-07
a4d190da,0.005635023
bd226217,0.24585715
476e2771,0.8797937
4e483506,0.6301813
f70ea081,0.9677622
4645e56f,0.9872453
e6d05940,0.89390343
f8b3c6af,0.83150685
c89d6aad,0.3648188
0cb57f6e,0.45440662
86a4be46,0.012668461
75e62d7e,0.0
ebc36374,0.009306401
0ebcb731,0.109814376
24d000c5,3.5884277e-05
f3c9a4f6,0.42266357
1bc59730,3.9119088e-05
47ea0bff,0.7359809
cdeccfdd,1.8534719e-17
15e09a1d,0.22299582
00652788,0.06541547
23649c84,0.0046128035
91188a77,0.006873369
eaca8580,0.38011155
4ce9daeb,0.5545643
d4220673,0.54805124
b6a87aef,0.66301787
8333ebed,0.20164141
950a3453,0.05144924
7074f6c9,0.13752419
98a02caf,0.0031720698
59c8d2b3,0.9899413
d99d13bd,0.8409809
de86f1cf,0.9835167
8f4b1985,0.9153547
a7779b04,0.2942061
2caeab11,0.014064282
16aeea7c,0.027679473
b9d19ab9,0.7004061
29c5d2fd,0.99986863
efcefa55,0.42417663
099161c3,0.3546318
12b49195,4.7275534e-11
96a1ce13,0.9125624
67964b4f,9.170112e-16
b61c605c,0.0011076033
bcfc0f16,0.35265625
bf0cb956,5.801101e-25
12f6aa7d,0.5706617
f36f3a0c,0.00029096007
83490492,0.31212866
e3b62b60,0.19752908
20b27d66,0.998451
25c3ce93,0.72295994
67a2ff0b,0.53118986
9b2d3c1a,0.9513513
8ad51f7d,7.989125e-11
14137b57,0.44305813
9ea5aa79,4.1829647e-12
5ea1d2dd,4.6226783e-06
979c867e,0.83302426
7ea1e1b6,0.23570079
d65520ba,1.3061471e-05
765ad2e2,0.35528207
d2957326,0.88427436
24349e24,1.0283428e-11
fd8a2ae3,0.00048047304
b282d98e,0.6736136
3eaa7a61,0.00014984608
16533dd4,0.786018
4adb68d7,0.97260046
565005b9,0.050265044
51d86e0c,0.9828769
30635642,1.4974956e-06
d9480a60,0.045860708
b2647128,0.05077395
20478c55,0.98810613
caa0d105,0.43908966
474f4534,0.46987522
d51e3867,0.9101295
e5d1bba7,0.19067627
e7000b2a,4.563127e-06
78f06b79,2.7309769e-08
8a9f4bee,0.65089786
3d716bbe,0.37966102
6e1ddef1,6.4673645e-06
9826f39a,0.000682354
3fdc82f7,0.2740559
31f013c3,0.077179015
97a9df6d,0.22744265
10e65294,0.28481096
0bdca1a5,0.430945
374037fa,0.106895685
1d1a0cec,0.5734865
d415c5ad,0.038953483
ced1306d,3.302479e-19
f43497f3,0.12749287
ffd13a9e,0.98454654
6f67148e,0.40916705
be322b68,0.44189286
af209b44,0.013823241
69b53a4a,0.2601967
4c085180,0.00619182
608cea18,0.71112347
f8bebbfd,0.34794986
ae16855d,1.1757858e-17
dfc700b3,0.93567836
e3bdd9ac,0.74339974
87a8ea20,7.379165e-05
3c3da9aa,0.26594406
76c882d6,0.00802502
9e429645,0.9622831
7dc9c990,1.9629103e-09
f38d53ef,0.60078984
e1785b6e,0.0003091693
80c673fb,0.84018666
a8b8c20b,0.78175914
6a1ff150,0.97458816
2f68d4fe,0.06489885
c462ec65,0.98864895
c374d5c4,0.36768293
d20769b3,0.19429699
c467fe4d,1.0597452e-05
1356229e,0.03777519
b1532127,5.871796e-06
3777ee22,0.9821396
4ba6023f,0.9608606
08504ae6,0.40859047
5e0b4cc5,7.071635e-06
249a0c1f,0.954433
24b3497f,0.15436989
9edcf494,2.064741e-10
53297290,0.027642727
6d3a269e,0.9473362
1b0d38fc,1.0532318e-10
02747427,0.7067439
38867253,0.87200737
c392dbd0,0.49854842
8939734c,9.977784e-16
097ba3af,3.5765079e-31
30f0f835,0.030802518
bdab1bcf,0.20530218
1070a984,0.7996665
c41b8a90,0.9422945
86a3b5cc,0.77332747
d0a3719e,0.3428687
b1a8067b,0.43955067
911bc6aa,0.2419261
67a2d0ac,0.5332342
11447262,0.00024190545
12fd1375,1.9553577e-17
f2898538,0.02128616
0e7355e2,1.080852e-18
bc2c87c8,0.9946625
94001156,0.000251472
d5855224,0.78970087
a3c1a552,0.00019353628
edcf54fa,0.07708943
a28b90eb,0.6381579
63cd028f,1.383551e-08
dbc79657,0.16378108
bc856bf1,0.12331852
c7e25a70,0.23769212
9771b119,6.3513425e-13
836db0d9,0.014153898
f5685d3e,0.47011468
bb04299d,0.23870423
163a9d23,0.1794936
5283c614,1.8523532e-19
2276d5d8,0.033946335
ccb77e34,1.2024517e-11
d4a75bf3,0.05168003
e15f46ea,0.41064966
992a45ba,0.098854244
056e7768,1.9063586e-30
a1dc016b,0.09318504
38db82cd,0.001526773
3295f3ae,1.712623e-05
a6ff3660,0.1566729
5981b799,0.969181
2636d79d,0.00057929754
7a8521e2,5.3390056e-11
9b53021d,0.03724581
0a37be18,0.93624043
a8676e55,0.9984827
3488b8fc,0.508027
b86d4006,0.6794498
33888635,0.99837446
aa9ca5f9,4.12403e-06
08faf0f6,2.4638232e-15
5320cd26,0.00094151497
2c57fdaa,0.30934763
d467ce62,0.01574725
888a568e,0.9846126
88d6c838,0.8113446
8f138517,0.04418513
e1108dc0,7.8472515e-19
9e9cd6c9,0.00018247962
ab893af4,8.874695e-09
4d4b30ba,0.49667984
7ce15e26,0.013810486
dbc45500,4.3928823e-05
6a0cde3f,0.45843178
2658014c,0.058318645
08d20604,0.00087600946
03c83dc9,0.00021931529
d741ccd1,0.014514625
992d48b6,1.3053847e-24
b1ea3253,0.9549967
da379e69,1.8861254e-05
73b429af,0.9261197
2aefe712,0.98574466
1e3634f9,0.9004514
069ee09e,1.6954168e-20
a7970f81,2.9005654e-14
23084d2e,1.173044e-17
ac57710a,0.8451885
02553267,0.60702556
0971c6c7,0.00029662251
cdb7f1fe,0.78648925
d3af3f60,0.28740317
59daf44b,0.2882955
c2169934,0.39879638
da03b56e,0.028804004
474ea404,0.264389
f686cdc4,0.40438387
f865b354,0.00021475554
106df554,0.2182459
e5637171,0.68924135
cba8985c,0.17575148
cc09c9ce,0.1568493
0b85b33f,0.84328943
92f20625,0.9835455
6b1379dd,0.5494879
ed2b1df1,1.2460477e-07
325124e4,0.009751439
7455c944,2.3334024e-09
fd68ccc1,0.6184581
8df9100d,0.72536045
c406df9b,0.15331233
4978870c,3.090201e-20
383f95d6,0.0040680766
aba96bbf,2.0232821e-12
6bba66b4,0.07604283
b86fa0c9,0.06100598
a2abc369,0.26108932
0b40c014,1.3776611e-05
d45add48,0.31521797
00193999,0.89108
c2f1b710,0.20654258
53750c72,0.032850087
3137ef1d,0.8669552
bc6b8e2a,0.55426997
7cb546c6,0.9959036
d59a2349,0.9500463
04d04b9a,0.50558203
05ac1343,0.23462763
2917895f,2.9369228e-05
342a1d01,0.873343
78309e4b,0.26900676
5c1a5aba,2.8475353e-05
fae57f79,2.1482807e-05
23821d71,0.6793273
5780b19d,1.8126547e-13
11c67865,0.5371227
8564f114,0.6792561
ec7d0fdd,0.70155764
9a0446b8,8.907952e-05
5f5da69d,0.58865124
7a11839b,0.97818565
763c9bbf,9.358156e-22
15a7b5c5,0.024777323
e9c7e251,7.4453426e-05
2555c207,0.691738
ec8d9784,2.4385998e-19
08fd9d10,0.0067195
9504ae29,0.017027646
0b91a24d,0.08355951
e62e6cfe,0.78202176
5d1291bb,0.47586912
b3c1f2e7,0.04126674
c6a8db21,0.057191104
f2c137fd,0.82159364
b61e8155,0.09580433
45b9ee35,0.31837636
8fe9c49b,2.4435058e-09
b98ceb09,1.3904336e-13
70c4a435,0.0490368
d953d111,0.4159419
da7de86e,0.62916195
519f8611,0.50334126
75eefdc3,0.009758055
62412092,0.00084233284
de8ec010,0.04507774
ee6121f8,0.17422062
412b66e0,0.4413413
7405c131,0.4521893
efff4306,0.7139554
5658d679,9.356509e-08
617f88fc,0.00071659684
a120100b,0.00013509393
0971369e,0.97828484
83f7fe7b,0.7611543
12437da1,1.0821299e-20
8e7f96a5,0.001052618
a08237de,0.003993243
a013bd6f,1.2922867e-06
c6fdd404,0.9972389
317e2af4,0.3997767
dd9878c0,0.0072520375
42e76a51,0.9994073
022f77e3,0.044027507
cada3682,0.93196917
53074f1f,0.23973861
e6c19679,0.57656634
dfb69b8b,7.603478e-05
e1572941,9.988499e-06
8d549cd2,0.07228696
6913594d,0.18153107
6e528fd6,0.1039851
c8b037c7,0.0070248246
c3b6c880,0.016321808
9684ac04,1.8474727e-16
6d974acc,0.211692
57b10462,0.26156047
b2373298,0.0039027631
8e946e10,0.9501968
6acee7de,0.33262336
8ad7cc2f,7.959984e-33
8e6e087e,0.39448792
c3e46df5,2.6733627e-08
f6983f34,0.39372802
8130a3aa,0.00038471818
0f11be03,0.28936708
766073e1,0.4880085
e67f6889,0.9446155
148a0930,5.0913195e-07
b333ff97,0.5196905
1c148a28,0.31745118
ee0b02d7,0.4044338
fa1c5f6d,0.14158684
9b12ae1f,4.949176e-06
3bb60b1b,0.044884384
096e7594,0.2089684
ac98996a,0.7129346
1b7b9b9d,0.21560645
61b2ac6f,0.3557473
2bd414a8,0.512149
73d12826,0.7678488
29f7ec33,6.290887e-07
265f8aa8,0.9316156
0d6be675,0.1842061
a00ecdf6,0.2911671
c414328a,3.063636e-22
d47de87e,0.87110114
376f984f,0.70230466
12a35aa5,0.33335137
8ecfd739,5.131944e-06
2cbc30f4,8.68106e-05
aa4bdf31,0.36235905
69d18f51,0.6516251
50cd4394,1.724947e-23
bda732e1,0.28025365
8e77e385,0.015321702
49dfd51a,0.022926062
b0a3e728,0.95797145
518061ec,0.21193644
bb306c8c,0.13363442
1b2cf099,2.5312893e-10
e7c405e4,3.735509e-12
1fc79c9d,0.0015169978
3427cd60,0.9985626
8fc604cd,0.9998162
0981acfd,8.795409e-09
512e9c5c,0.54126704
ae9f2426,8.871137e-06
a8cd44c8,0.9459694
acac91c3,0.99903125
35988937,0.22656533
2a2dd539,0.22946578
3f971e0a,2.484141e-16
7e09131c,0.577355
82726c59,0.6273321
ec4c3dbd,0.34616542
2a851255,1.7326558e-16
2cebdab4,0.96666026
013b617b,0.2304492
21a8603a,0.034451276
fe2f2579,0.4422269
df069a3d,0.005328864
595f7f57,0.41615087
081bdb0a,6.521032e-26
6f8e7b3a,0.08545935
d1824fe1,8.636344e-22
3ddc6778,0.609988
57e4244d,0.08574152
18e2e176,7.536343e-08
7394cdbc,0.9678289
19821b41,1.8405374e-23
12e9563c,0.95875424
b96c9ed9,0.9312545
096d9c1b,0.04979959
97454a30,0.9506907
43b6c5d3,0.9894546
2c58bcc5,2.1873248e-10
0c71dc02,0.24740925
f7cd79b0,0.435926
922ec513,1.9030007e-05
561b6b2c,0.10835159
32913f04,0.43618795
77aad507,0.2691389
d62d5a9c,0.022516102
be70bb3d,0.531369
84920252,0.7205658
b9623d93,0.28209627
ba925eca,0.40802538
181ecadf,0.10625395
6fbcc9e2,0.69099116
57d5b182,0.6390169
d3013a36,0.014554024
21cafb54,0.20596015
d1a6cc74,4.9971035e-18
c4017d47,0.0067302287
22e05854,0.17597905
7eb53ec8,0.93590295
c77a806d,0.884002
c114c951,0.99407136
71495521,1.3105758e-06
98bb1260,0.5114335
546ec108,0.351748
78f39102,0.22159213
26b6379a,0.14488524
8cb14c23,0.0061424673
75892ee1,0.049028546
3d31d65f,1.818454e-14
30784a7a,9.131621e-06
efba2a23,0.97182643
9fcb2c5a,9.759183e-17
9910ee7e,0.00904271
dc97b587,0.30833447
7732ca72,1.274483e-07
c4bac1f1,0.69572514
a80ddf30,5.453756e-22
fe79c536,6.2431076e-15
84e34259,0.99951506
7db3b563,3.7717325e-06
5e946e6e,0.9356786
76881bf4,0.92818475
7c606237,1.7168256e-09
7aa06d7d,0.719502
0d035cbc,0.010946274
0838e69f,0.006758541
f6715e39,0.93889296
499004bb,0.35371748
4cefc9ec,2.244745e-26
ded95f0a,0.9551194
073112c9,0.00010724382
96cb4df4,4.188345e-20
0962de0b,0.78007185
cea18b7b,0.98375314
75463cb0,0.16408259
4a59c201,0.51009274
29d46646,0.5964238
e6134ca4,0.0022276938
445ae936,0.86663175
420d8dda,0.98565197
bae1b5b1,0.015495926
9f49327e,0.69025767
18b52f62,0.9803777
b02bb341,2.3062417e-07
e5be8689,9.608865e-07
b5b85b95,0.00015670061
b94f72e3,2.9780844e-07
a79114fd,0.00026917458
502ffafa,0.99074066
b8e274d7,0.508798
e37f8f63,1.0791185e-09
c8a5c9d9,0.027855515
d574bf84,0.35072947
88bc1b71,0.994964
3261e3ee,0.98174655
e65424cf,0.0005632639
706d2090,1.8483426e-13
94d4c49c,0.029371649
51ba3d48,0.5346201
fdd4c395,0.2117644
12eed563,0.019240975
f93627e8,0.9807837
df51a7cd,0.20031768
c84092af,0.43358397
514a25a2,0.0005119443
5d421481,0.7926847
d3859efd,0.82688963
eb024725,5.9503886e-08
0d8537a5,0.86279184
fe708ff7,0.47472414
1790bbf0,0.010943025
8a30487e,0.011663556
70a01d16,0.0013982952
89bb7fca,0.67500925
398c1300,0.0013522804
41b43c73,0.002152145
72d2839a,1.100999e-06
beeb98cf,3.2450153e-06
c409f194,0.01754108
0c654278,0.00011149615
fb155295,0.8566669
103d1e1d,0.998682
6c755ff3,2.0163817e-24
3722a062,0.5390457
90611922,0.23314157
77b432f1,0.99192256
ccf53246,0.87084895
4c52089f,0.3711189
81e05676,0.04230699
732c51d0,0.03360039
b60c6094,0.26685262
2e9db48a,0.96949637
68cdc732,6.473134e-08
e1f9dbd9,2.1048533e-07
31fd12b9,0.4387919
72bd3e45,0.3362087
84e2f1ab,0.45349526
b4b6d3d0,0.071241885
874d507a,0.33957726
44775bac,0.31962997
83dfaf91,0.010896087
a9a1cc1e,5.4274675e-12
227de452,0.0
14519bcf,2.0270388e-10
970a9821,0.40739134
e84230ac,0.0
550e4ebc,0.00011510082
5e98d635,7.590988e-05
667d386b,0.2721172
503fefff,0.027358234
08bcb429,0.12230238
90c293d2,0.013443112
bbc84c36,0.25177777
3facaac6,0.016019285
e8d1bc63,0.2271531
0ba50202,0.09759998
9d947517,1.6543068e-33
e084ed8f,4.1873e-08
7051b370,5.3069716e-08
910f551e,0.082208544
8d238915,0.18581966
e7238f30,9.599868e-11
a658f1ba,0.045101553
0b4e7093,0.9881687
4d59af79,0.61176926
99a7b417,0.45996264
e5798365,7.510682e-05
078c699f,0.5990454
b2cd6017,0.58778197
89b3960f,0.8324749
104d981d,0.91617596
05e410e9,0.08769858
44556da6,0.009746462
207e5145,0.29998693
390ddfc0,2.0627384e-13
2e82728f,1.973671e-06
4245d2cc,0.0006981194
d43a187c,0.82841074
52b60236,3.0504109e-15
cc22996f,0.12452671
bf08f16a,3.976837e-35
47dea2c3,0.4618167
22ac0bab,0.3326742
49c670ad,5.1144164e-18
1040e727,0.00084769726
f39933c4,5.8376304e-06
30474ea4,0.7841476
73978670,0.60620004
527ad437,0.979157
78f83e41,0.7851433
12921cf8,0.9519656
b960192b,1.0122565e-08
9dfaf61b,1.4629256e-18
cec954d2,8.045938e-14
00bb437f,0.886725
06458d98,0.31485963
37ba4455,1.1779221e-05
2feeeaf3,0.9314219
06c83a48,1.0186696e-15
dfe4fd55,8.1061854e-17
0b7fb9da,0.015039146
52d1ae5f,9.570423e-17
0ef51267,0.109663546
0d9822ce,0.8465222
bcad7099,6.396782e-11
a26a7454,0.020411521
93b7cc9d,0.8975668
dcd0ddc6,0.0005181432
16655d5c,0.15349379
2a6150ae,0.7162223
601fa9bc,0.1417855
3644a31b,0.5745919
396254ec,0.08317441
b01bf536,0.51243836
ff13313c,0.11465016
18c308c7,0.8494892
50b69cc6,0.00012642145
76bd6e6a,0.010509282
74c587bb,0.5569565
11b26a63,0.6599479
bf2bc384,0.36889789
075634d5,4.466314e-14
7b1e388b,2.065377e-12
8eb02fc2,0.664805
5b09ed4a,0.9857949
371b935e,0.82708013
7a1cbaab,0.329499
c5c72595,0.9763863
c5ea95c0,0.652621
a5b61d35,0.00033205748
2c252c46,0.010878593
7d8e52d9,0.03246817
13fe65d5,0.373681
a3d2abc6,0.573954
9248daa9,0.80973506
605470fc,0.47660956
38717ccd,0.971481
1144cbd0,0.9526876
6d32e09b,0.68662727
89b138f7,3.0370144e-21
a83f69a4,0.018743753
68b7f89d,0.39767092
